fips,addressCounty,addressState,Total,C18 Total,C93 Total,C25 Total,C61 Total,C64 Total,C54 Total,C85 Total,C73 Total,C91 Total,C43 Total,C50 Total,C34 Total,C92 Total,C67 Total
37149,Polk County,NC,137.0,8.0,0.0,9.0,10.0,2.0,0.0,9.0,0.0,11.0,1.0,55.0,22.0,2.0,8.0
37155,Robeson County,NC,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
37159,Rowan County,NC,741.0,68.0,0.0,65.0,134.0,27.0,4.0,4.0,7.0,16.0,67.0,125.0,161.0,15.0,48.0
37163,Sampson County,NC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37173,Swain County,NC,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37175,Transylvania County,NC,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
37183,Wake County,NC,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39035,Cuyahoga County,OH,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
39049,Franklin County,OH,12.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
39057,Greene County,OH,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
39061,Hamilton County,OH,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
39095,Lucas County,OH,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
39153,Summit County,OH,6.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
40109,Oklahoma County,OK,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
04013,Maricopa County,AZ,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40143,Tulsa County,OK,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
42003,Allegheny County,PA,11.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0
42011,Berks County,PA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42043,Dauphin County,PA,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
42045,Delaware County,PA,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
42049,Erie County,PA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
42077,Lehigh County,PA,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
42093,Montour County,PA,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0
42095,Northampton County,PA,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
42101,Philadelphia County,PA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42133,York County,PA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45001,Abbeville County,SC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45003,Aiken County,SC,708.0,64.0,3.0,28.0,117.0,22.0,5.0,27.0,11.0,22.0,62.0,215.0,93.0,3.0,36.0
45007,Anderson County,SC,302.0,38.0,0.0,15.0,54.0,5.0,0.0,5.0,5.0,7.0,8.0,88.0,63.0,3.0,11.0
45009,Bamberg County,SC,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
45015,Berkeley County,SC,38.0,5.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,14.0,6.0,0.0,1.0
45019,Charleston County,SC,759.0,93.0,2.0,58.0,53.0,10.0,8.0,10.0,58.0,9.0,59.0,171.0,195.0,20.0,13.0
45021,Cherokee County,SC,16.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0
45023,Chester County,SC,89.0,4.0,1.0,6.0,22.0,0.0,2.0,2.0,1.0,2.0,3.0,18.0,24.0,3.0,1.0
45027,Clarendon County,SC,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45031,Darlington County,SC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45033,Dillon County,SC,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
45035,Dorchester County,SC,12.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
45041,Florence County,SC,201.0,18.0,0.0,17.0,19.0,4.0,0.0,6.0,1.0,14.0,8.0,46.0,62.0,4.0,2.0
45043,Georgetown County,SC,15.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0
45045,Greenville County,SC,2480.0,473.0,2.0,307.0,183.0,50.0,17.0,47.0,49.0,78.0,79.0,490.0,554.0,61.0,90.0
45047,Greenwood County,SC,35.0,7.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,10.0,5.0,0.0,0.0
45051,Horry County,SC,665.0,133.0,1.0,85.0,47.0,18.0,13.0,30.0,19.0,22.0,22.0,95.0,142.0,16.0,22.0
45055,Kershaw County,SC,16.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
45057,Lancaster County,SC,252.0,41.0,0.0,18.0,24.0,4.0,0.0,6.0,3.0,16.0,11.0,60.0,60.0,3.0,6.0
45063,Lexington County,SC,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
45067,Marion County,SC,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
45071,Newberry County,SC,97.0,24.0,0.0,7.0,8.0,1.0,1.0,5.0,1.0,5.0,6.0,7.0,23.0,1.0,8.0
45075,Orangeburg County,SC,371.0,77.0,0.0,8.0,42.0,8.0,18.0,7.0,6.0,12.0,6.0,125.0,43.0,1.0,18.0
45079,Richland County,SC,316.0,46.0,0.0,33.0,35.0,11.0,4.0,6.0,2.0,16.0,7.0,8.0,111.0,5.0,32.0
45081,Saluda County,SC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45083,Spartanburg County,SC,4349.0,417.0,3.0,433.0,307.0,118.0,47.0,74.0,90.0,91.0,233.0,1200.0,1148.0,57.0,131.0
45085,Sumter County,SC,731.0,71.0,2.0,26.0,82.0,12.0,5.0,5.0,9.0,11.0,23.0,361.0,86.0,19.0,19.0
45091,York County,SC,1182.0,154.0,3.0,84.0,71.0,30.0,6.0,25.0,14.0,52.0,26.0,346.0,311.0,33.0,27.0
46103,Pennington County,SD,42.0,12.0,0.0,3.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0
47001,Anderson County,TN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47035,Cumberland County,TN,28.0,4.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,3.0,1.0,7.0,2.0,0.0,0.0
47037,Davidson County,TN,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0
47065,Hamilton County,TN,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0
47093,Knox County,TN,16.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0
47145,Roane County,TN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47149,Rutherford County,TN,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47157,Shelby County,TN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47163,Sullivan County,TN,76.0,5.0,0.0,1.0,5.0,4.0,9.0,2.0,4.0,2.0,6.0,18.0,17.0,1.0,2.0
47179,Washington County,TN,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
48027,Bell County,TX,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
48029,Bexar County,TX,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
48041,Brazos County,TX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48113,Dallas County,TX,11.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
48141,El Paso County,TX,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48167,Galveston County,TX,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
48201,Harris County,TX,22.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,0.0,2.0
48215,Hidalgo County,TX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48303,Lubbock County,TX,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
48339,Montgomery County,TX,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
48355,Nueces County,TX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48439,Tarrant County,TX,7.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
49019,Grand County,UT,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51005,Alleghany County,VA,149.0,27.0,1.0,9.0,17.0,2.0,1.0,5.0,0.0,11.0,6.0,17.0,42.0,5.0,6.0
51013,Arlington County,VA,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51015,Augusta County,VA,730.0,100.0,1.0,30.0,89.0,22.0,6.0,17.0,27.0,33.0,30.0,208.0,121.0,16.0,30.0
51023,Botetourt County,VA,30.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,0.0,5.0
51059,Fairfax County,VA,30.0,4.0,0.0,1.0,8.0,0.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0
51067,Franklin County,VA,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
51071,Giles County,VA,92.0,4.0,0.0,2.0,19.0,2.0,0.0,1.0,3.0,6.0,6.0,20.0,24.0,0.0,5.0
51073,Gloucester County,VA,79.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,24.0,32.0,8.0,0.0,2.0
51083,Halifax County,VA,541.0,146.0,3.0,17.0,30.0,8.0,9.0,17.0,7.0,26.0,7.0,135.0,112.0,11.0,13.0
51087,Henrico County,VA,1656.0,204.0,4.0,153.0,191.0,42.0,38.0,44.0,42.0,104.0,132.0,348.0,257.0,43.0,54.0
51089,Henry County,VA,99.0,30.0,0.0,4.0,8.0,1.0,1.0,0.0,7.0,2.0,4.0,32.0,10.0,0.0,0.0
51095,James City County,VA,27.0,0.0,1.0,1.0,9.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,5.0,0.0,2.0
51109,Louisa County,VA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51117,Mecklenburg County,VA,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
51121,Montgomery County,VA,3541.0,478.0,7.0,165.0,244.0,88.0,31.0,58.0,68.0,102.0,229.0,1548.0,343.0,54.0,126.0
51131,Northampton County,VA,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51141,Patrick County,VA,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51143,Pittsylvania County,VA,50.0,3.0,0.0,3.0,16.0,4.0,0.0,2.0,1.0,1.0,4.0,10.0,3.0,0.0,3.0
51147,Prince Edward County,VA,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
51153,Prince William County,VA,179.0,24.0,0.0,3.0,12.0,2.0,3.0,6.0,8.0,4.0,1.0,86.0,23.0,5.0,2.0
51155,Pulaski County,VA,93.0,13.0,0.0,10.0,11.0,0.0,0.0,3.0,1.0,1.0,4.0,23.0,19.0,0.0,8.0
51161,Roanoke County,VA,2327.0,356.0,10.0,352.0,202.0,40.0,90.0,48.0,41.0,165.0,80.0,365.0,432.0,59.0,87.0
51163,Rockbridge County,VA,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
51167,Russell County,VA,15.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
51173,Smyth County,VA,107.0,10.0,1.0,8.0,14.0,3.0,0.0,2.0,2.0,7.0,4.0,11.0,28.0,7.0,10.0
51177,Spotsylvania County,VA,362.0,49.0,0.0,38.0,33.0,9.0,2.0,6.0,27.0,12.0,30.0,73.0,56.0,7.0,20.0
51179,Stafford County,VA,15.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
51185,Tazewell County,VA,142.0,13.0,0.0,3.0,22.0,2.0,3.0,3.0,0.0,12.0,8.0,24.0,42.0,0.0,10.0
51187,Warren County,VA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05119,Pulaski County,AR,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51191,Washington County,VA,1166.0,224.0,1.0,36.0,70.0,19.0,7.0,33.0,60.0,43.0,81.0,317.0,231.0,14.0,30.0
51195,Wise County,VA,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
51197,Wythe County,VA,125.0,16.0,0.0,7.0,9.0,4.0,15.0,1.0,2.0,6.0,12.0,28.0,19.0,1.0,5.0
51199,York County,VA,7.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
05145,White County,AR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51520,Bristol City County,VA,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
51590,Danville City County,VA,724.0,114.0,0.0,52.0,60.0,9.0,11.0,17.0,12.0,30.0,20.0,221.0,135.0,18.0,25.0
51640,Galax City County,VA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51650,Hampton City County,VA,29.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,12.0,3.0,2.0,1.0
51680,Lynchburg City County,VA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51683,Manassas City County,VA,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
51700,Newport News City County,VA,1079.0,281.0,1.0,79.0,105.0,22.0,26.0,16.0,7.0,35.0,28.0,258.0,169.0,19.0,33.0
51710,Norfolk City County,VA,122.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,117.0,0.0,0.0,0.0
51740,Portsmouth City County,VA,238.0,27.0,2.0,31.0,12.0,5.0,0.0,1.0,8.0,20.0,11.0,84.0,29.0,4.0,4.0
51750,Radford City County,VA,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0
51790,Staunton City County,VA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51810,Virginia Beach City County,VA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0
54039,Kanawha County,WV,19.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,7.0
54055,Mercer County,WV,8.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
54061,Monongalia County,WV,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55079,Milwaukee County,WI,8.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
08035,Douglas County,CO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
